ID_EVENTO,DECISION_PRESUPUESTO,TIPO_REPARACION,COSTO_REPARACION,COSTO_COMPONENTE_NUEVO,COSTO_MATERIAL_REP_INTERNA,LEAD_TIME_COMPRA_DIAS,TIEMPO_REPARACION_DIAS,CLASE_COSTO_COMPONENTE_NUEVO,CLASE_COSTO_MATERIAL_REP_INTERNA,CLASE_COSTO_REP_EXTERNA,CLASE_COSTO_REP_INTERNA,COSTO_PLACAS_PERF_ESTRUC,COSTO_SOLDADURAS_FUNDENTES_ACCES,CLASE_COSTO_PLACAS_PERF_ESTRUC,DESC_CLASE_COSTO_PLACAS_PERF_ESTRUC,CLASE_COSTO_SOLDADURAS_FUNDENTES_ACCES,DESC_CLASE_COSTO_SOLDADURAS_FUNDENTES_ACCES
13_20270311,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270523,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270804,NEW,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20271016,NEW,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20271228,NEW,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
15_20270721,NEW,EXTERNA,36446.5,70000.0,0.0,0.0,90.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
40_20270722,REP,INTERNA,0.0,84097.4,36760.57,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
40_20270901,REP,INTERNA,0.0,84097.4,36760.57,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270123,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270525,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270924,NEW,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
15_20270921,NEW,EXTERNA,36446.5,70000.0,0.0,0.0,90.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
19_20270315,NEW,EXTERNA,0.0,111515.88,56297.92,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
35_20270512,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
35_20270519,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
35_20271104,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
38_20270315,REP,EXTERNA,27973.68,85480.48,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
40_20271017,NEW,INTERNA,0.0,84097.4,36760.57,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
40_20270625,REP,INTERNA,0.0,84097.4,36760.57,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270109,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270405,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270630,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270924,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271219,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
74_20270812,PENDIENTE,EXTERNA,424498.92,0.0,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
78_20270802,REP,EXTERNA,0.0,98073.31,20731.94,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270516,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270915,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270430,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270417,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
88_20270717,PENDIENTE,EXTERNA,30000.0,139000.0,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
90_20270621,PENDIENTE,INTERNA,0.0,96986.79,22354.141,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270101,NEW,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270322,NEW,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270610,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20270829,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
13_20271117,REP,INTERNA,4334.0,16593.95,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
15_20270128,NEW,EXTERNA,36446.5,70000.0,0.0,0.0,90.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
15_20271022,REP,EXTERNA,36446.5,70000.0,0.0,0.0,90.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
35_20270617,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
35_20270226,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
50_20270220,NEW,EXTERNA,1900.0,8120.08,0.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270107,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270315,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270521,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270727,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271002,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271208,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270518,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20271022,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270416,NEW,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
74_20270916,NEW,EXTERNA,424498.92,0.0,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
78_20271102,NEW,EXTERNA,0.0,98073.31,20731.94,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270531,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270215,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
50_20271014,NEW,EXTERNA,1900.0,8120.08,0.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270330,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270704,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271008,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270418,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270702,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
78_20270921,NEW,EXTERNA,0.0,98073.31,20731.94,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20271010,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
90_20270814,REP,INTERNA,0.0,96986.79,22354.141,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
90_20270716,REP,INTERNA,0.0,96986.79,22354.141,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
50_20270829,NEW,EXTERNA,1900.0,8120.08,0.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270219,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270820,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271119,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20271124,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
78_20271010,NEW,EXTERNA,0.0,98073.31,20731.94,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270418,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270601,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20271108,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270131,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270427,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270224,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270506,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270716,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270925,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271205,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270801,NEW,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270724,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20271018,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20271219,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
78_20271018,REP,EXTERNA,0.0,98073.31,20731.94,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270607,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270510,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20271017,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270424,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
158_20270914,NEW,EXTERNA,36446.5,70000.0,0.0,0.0,60.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
180_20270812,REP,EXTERNA,1500.0,3866.92,0.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
185_20270812,REP,EXTERNA,30000.0,236362.62,20000.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
